epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,7123.75,0.55619,0.40071,0.82562,0.9607,0.99642,0.98335,0.91295,0.42007,0.2422,0.79519,0.0003195,0.0003195,0.0003195
40,7288.69,0.54801,0.39197,0.82668,0.9706,0.98933,0.98279,0.91654,0.409,0.23707,0.79295,0.00031475,0.00031475,0.00031475
41,7446.9,0.54442,0.38911,0.82369,0.9626,0.99518,0.98234,0.91878,0.39864,0.23547,0.79181,0.00031,0.00031,0.00031
42,7595.84,0.5494,0.39575,0.8242,0.96041,0.99255,0.98238,0.91819,0.39758,0.23671,0.79039,0.00030525,0.00030525,0.00030525
43,7758.25,0.53853,0.38994,0.82225,0.95808,0.99497,0.98418,0.92006,0.39656,0.23416,0.7902,0.0003005,0.0003005,0.0003005
44,7914.63,0.53996,0.38937,0.82202,0.96275,0.99536,0.98267,0.92317,0.38563,0.23015,0.78859,0.00029575,0.00029575,0.00029575
45,8076.25,0.5362,0.38818,0.81931,0.95868,0.99368,0.98338,0.91994,0.39142,0.22944,0.78811,0.000291,0.000291,0.000291
46,8235.69,0.52742,0.37172,0.82147,0.96072,0.99636,0.98336,0.92198,0.39848,0.23139,0.79074,0.00028625,0.00028625,0.00028625
47,8403.11,0.52732,0.37845,0.81764,0.97542,0.98262,0.98367,0.92373,0.38983,0.23037,0.78946,0.0002815,0.0002815,0.0002815
48,8555.77,0.51502,0.37004,0.81804,0.96724,0.98885,0.98318,0.92473,0.37641,0.22507,0.78762,0.00027675,0.00027675,0.00027675
49,8714.74,0.51607,0.36624,0.81965,0.9621,0.98955,0.98188,0.92014,0.38381,0.22752,0.78843,0.000272,0.000272,0.000272
50,8867.4,0.51835,0.37127,0.81739,0.96563,0.99178,0.98199,0.91907,0.39004,0.22625,0.78988,0.00026725,0.00026725,0.00026725
51,9028.15,0.50715,0.3612,0.81809,0.96158,0.99473,0.98379,0.92982,0.36624,0.21963,0.78606,0.0002625,0.0002625,0.0002625
52,9200.67,0.50981,0.36196,0.81752,0.97375,0.98527,0.98265,0.92707,0.36824,0.21927,0.78636,0.00025775,0.00025775,0.00025775
53,9348.97,0.50176,0.35515,0.81675,0.95881,0.99705,0.98196,0.9235,0.37481,0.22171,0.7861,0.000253,0.000253,0.000253
54,9512.08,0.50732,0.35724,0.81711,0.96794,0.98972,0.98175,0.92367,0.37643,0.22336,0.787,0.00024825,0.00024825,0.00024825
55,9693.63,0.50682,0.35953,0.81817,0.96043,0.99388,0.98276,0.92253,0.3826,0.22421,0.78806,0.0002435,0.0002435,0.0002435
56,9867.72,0.49572,0.34962,0.81427,0.95674,0.99509,0.98205,0.92911,0.35945,0.21479,0.78502,0.00023875,0.00023875,0.00023875
57,10047.2,0.49193,0.3494,0.81557,0.95873,0.99668,0.98348,0.93059,0.35944,0.21519,0.78524,0.000234,0.000234,0.000234
58,10213,0.49706,0.35176,0.81572,0.96252,0.99572,0.98176,0.93045,0.35526,0.21102,0.78423,0.00022925,0.00022925,0.00022925
59,10391.1,0.49233,0.34819,0.81417,0.96185,0.99352,0.98225,0.92649,0.3727,0.21629,0.7857,0.0002245,0.0002245,0.0002245
60,10576.9,0.48861,0.34376,0.81263,0.96709,0.99526,0.98156,0.93579,0.34002,0.20419,0.78119,0.00021975,0.00021975,0.00021975
61,10757.4,0.4792,0.33542,0.81278,0.95882,0.99691,0.9822,0.93376,0.34888,0.20928,0.7833,0.000215,0.000215,0.000215
62,10936.3,0.49011,0.34567,0.81188,0.96779,0.99096,0.98209,0.93112,0.34931,0.20864,0.78289,0.00021025,0.00021025,0.00021025
63,11115.6,0.48781,0.34091,0.8122,0.96078,0.99555,0.98276,0.93061,0.35434,0.20893,0.78408,0.0002055,0.0002055,0.0002055
64,11290.1,0.48637,0.34143,0.81044,0.95684,0.99714,0.98307,0.93714,0.34168,0.20693,0.78165,0.00020075,0.00020075,0.00020075
65,11467,0.47426,0.33201,0.8099,0.96356,0.99531,0.98281,0.93599,0.34,0.20436,0.78117,0.000196,0.000196,0.000196
66,11645,0.4818,0.33963,0.81083,0.96145,0.99755,0.98269,0.93506,0.3446,0.20706,0.78209,0.00019125,0.00019125,0.00019125
67,11824.5,0.47453,0.33532,0.81079,0.96586,0.99421,0.98344,0.93641,0.34102,0.20333,0.78111,0.0001865,0.0001865,0.0001865
68,12004.4,0.47741,0.3376,0.81125,0.96599,0.99268,0.98336,0.93679,0.34217,0.20419,0.78178,0.00018175,0.00018175,0.00018175
69,12182.6,0.47135,0.33244,0.80872,0.9605,0.99516,0.98327,0.93571,0.34122,0.20465,0.7814,0.000177,0.000177,0.000177
70,12359.7,0.47456,0.33086,0.81247,0.95578,0.99651,0.98309,0.93418,0.3439,0.20292,0.78117,0.00017225,0.00017225,0.00017225
71,12538.5,0.47208,0.33276,0.80888,0.95889,0.99624,0.98261,0.93709,0.33675,0.20532,0.78055,0.0001675,0.0001675,0.0001675
72,12717.5,0.46183,0.32549,0.80762,0.96751,0.99291,0.98247,0.93876,0.32974,0.19943,0.77976,0.00016275,0.00016275,0.00016275
73,12895.4,0.46493,0.32627,0.8084,0.95887,0.9982,0.98161,0.93675,0.33262,0.20143,0.77977,0.000158,0.000158,0.000158
74,13074.2,0.46471,0.32689,0.80652,0.95836,0.99802,0.98151,0.93856,0.32608,0.19922,0.77879,0.00015325,0.00015325,0.00015325
75,13253.6,0.46371,0.32538,0.80828,0.9618,0.99447,0.98207,0.93643,0.33545,0.20011,0.77961,0.0001485,0.0001485,0.0001485
76,13432.8,0.46072,0.32091,0.80895,0.96344,0.99632,0.9826,0.93905,0.32372,0.19736,0.77812,0.00014375,0.00014375,0.00014375
77,13614.6,0.46071,0.32431,0.80837,0.95614,0.99658,0.98279,0.93586,0.34025,0.20411,0.78025,0.000139,0.000139,0.000139
78,13795.2,0.45745,0.32223,0.80592,0.95645,0.99841,0.98268,0.94027,0.32264,0.19608,0.77793,0.00013425,0.00013425,0.00013425
79,13971.5,0.45257,0.31374,0.80681,0.95631,0.9968,0.98221,0.9371,0.33282,0.19833,0.77914,0.0001295,0.0001295,0.0001295
80,14129.3,0.44631,0.30847,0.80633,0.95768,0.99804,0.98173,0.93972,0.32443,0.1951,0.77863,0.00012475,0.00012475,0.00012475
81,14294.3,0.45272,0.31661,0.80466,0.96349,0.99631,0.98198,0.93941,0.32199,0.19389,0.77814,0.00012,0.00012,0.00012
82,14443.2,0.44239,0.30659,0.80751,0.96214,0.99812,0.98212,0.94137,0.31639,0.19168,0.77735,0.00011525,0.00011525,0.00011525
83,14586.8,0.44965,0.31066,0.80629,0.95996,0.99678,0.98222,0.93935,0.32678,0.1965,0.77858,0.0001105,0.0001105,0.0001105
84,14756,0.44385,0.30926,0.80667,0.96299,0.99348,0.98137,0.93783,0.3283,0.19469,0.77871,0.00010575,0.00010575,0.00010575
85,14930.8,0.44335,0.30714,0.80669,0.96137,0.9972,0.98271,0.94164,0.3211,0.19436,0.77792,0.000101,0.000101,0.000101
86,15107.8,0.4333,0.29919,0.80592,0.96066,0.9975,0.98245,0.94009,0.32064,0.19415,0.77783,9.625e-05,9.625e-05,9.625e-05
87,15284.1,0.44179,0.30682,0.80587,0.95718,0.99833,0.98284,0.94131,0.31871,0.19314,0.77788,9.15e-05,9.15e-05,9.15e-05
88,15445.7,0.44668,0.30884,0.8057,0.96784,0.992,0.98291,0.94184,0.31528,0.19075,0.77719,8.675e-05,8.675e-05,8.675e-05
89,15612.8,0.43796,0.30394,0.80513,0.95747,0.99841,0.98288,0.94013,0.32232,0.19445,0.77797,8.2e-05,8.2e-05,8.2e-05
90,15797.2,0.43409,0.30115,0.80591,0.96291,0.9952,0.983,0.94186,0.31459,0.19145,0.77741,7.725e-05,7.725e-05,7.725e-05
91,15993.1,0.33221,0.21598,0.78566,0.96224,0.99531,0.98303,0.94235,0.31353,0.19253,0.77658,7.25e-05,7.25e-05,7.25e-05
92,16173.6,0.31561,0.20708,0.7823,0.96382,0.99509,0.9825,0.9453,0.30196,0.18671,0.77492,6.775e-05,6.775e-05,6.775e-05
93,16332.6,0.3123,0.20387,0.7823,0.96345,0.99595,0.9821,0.94653,0.29527,0.18309,0.77484,6.3e-05,6.3e-05,6.3e-05
94,16507.9,0.30955,0.20271,0.78209,0.9613,0.99744,0.9812,0.94588,0.29198,0.18229,0.77447,5.825e-05,5.825e-05,5.825e-05
95,16684.9,0.29914,0.19756,0.78177,0.96043,0.99582,0.98222,0.94653,0.29185,0.18263,0.7746,5.35e-05,5.35e-05,5.35e-05
96,16856.1,0.30134,0.19785,0.7821,0.96363,0.99421,0.98242,0.94793,0.28913,0.18142,0.77412,4.875e-05,4.875e-05,4.875e-05
97,17029.8,0.29859,0.19591,0.77998,0.95883,0.99821,0.9808,0.94688,0.28412,0.18032,0.77354,4.4e-05,4.4e-05,4.4e-05
98,17197.4,0.29623,0.19517,0.78236,0.9629,0.99692,0.98061,0.94705,0.28273,0.17897,0.7737,3.925e-05,3.925e-05,3.925e-05
99,17367.2,0.28809,0.1915,0.78255,0.96203,0.99749,0.98131,0.94894,0.27764,0.17733,0.77304,3.45e-05,3.45e-05,3.45e-05
100,17535.9,0.28962,0.19162,0.78104,0.96224,0.99673,0.98172,0.9488,0.28018,0.17806,0.77305,2.975e-05,2.975e-05,2.975e-05
