epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,5005.27,0.82768,0.74128,0.87866,0.94395,0.96323,0.98533,0.83872,0.64351,0.38387,0.84048,0.0008005,0.0008005,0.0008005
23,5280.29,0.82032,0.73393,0.87732,0.92838,0.95191,0.98155,0.83317,0.65453,0.39327,0.84415,0.000791,0.000791,0.000791
24,5554.14,0.81736,0.72017,0.87583,0.92596,0.96245,0.98259,0.84034,0.62988,0.38616,0.83853,0.0007815,0.0007815,0.0007815
25,5746.7,0.81358,0.71577,0.87482,0.93458,0.96135,0.98082,0.83994,0.63024,0.37529,0.8383,0.000772,0.000772,0.000772
26,6000.42,0.80402,0.70831,0.8716,0.94752,0.96689,0.98581,0.84846,0.61388,0.36507,0.83455,0.0007625,0.0007625,0.0007625
27,6257.49,0.80911,0.69991,0.87293,0.9365,0.97692,0.98667,0.84937,0.60946,0.36177,0.83501,0.000753,0.000753,0.000753
28,6516.68,0.79543,0.6824,0.87076,0.94047,0.96937,0.98586,0.85325,0.60123,0.35393,0.83269,0.0007435,0.0007435,0.0007435
29,6786.97,0.79929,0.69586,0.87122,0.93531,0.97937,0.9874,0.85468,0.59613,0.34743,0.83163,0.000734,0.000734,0.000734
30,7074.82,0.79856,0.68892,0.86805,0.93398,0.96423,0.98175,0.84855,0.60595,0.35892,0.83476,0.0007245,0.0007245,0.0007245
31,7341.39,0.78258,0.6627,0.86701,0.94721,0.97861,0.98779,0.86104,0.58738,0.34354,0.82986,0.000715,0.000715,0.000715
32,7579.13,0.77672,0.65117,0.86761,0.95579,0.96014,0.98549,0.86288,0.57436,0.334,0.82892,0.0007055,0.0007055,0.0007055
33,7842.85,0.77424,0.65407,0.86543,0.956,0.97235,0.98842,0.86526,0.56976,0.33097,0.82631,0.000696,0.000696,0.000696
34,8103.58,0.76692,0.63884,0.86348,0.95584,0.978,0.99024,0.86915,0.56785,0.32712,0.82793,0.0006865,0.0006865,0.0006865
35,8298.72,0.76039,0.63118,0.8629,0.95029,0.97178,0.98855,0.86369,0.57456,0.33327,0.82734,0.000677,0.000677,0.000677
36,8479.17,0.76611,0.63287,0.86483,0.95651,0.9644,0.98669,0.86063,0.5692,0.33075,0.82895,0.0006675,0.0006675,0.0006675
37,8697.23,0.76446,0.62345,0.86271,0.95047,0.97526,0.98887,0.86347,0.57588,0.32624,0.82825,0.000658,0.000658,0.000658
38,8861.13,0.75762,0.6277,0.8642,0.96283,0.97244,0.98887,0.86663,0.56234,0.32145,0.82694,0.0006485,0.0006485,0.0006485
39,9027.64,0.75349,0.61619,0.86237,0.95069,0.98241,0.98876,0.87286,0.54284,0.31507,0.82214,0.000639,0.000639,0.000639
40,9112.1,0.75538,0.62097,0.85931,0.95635,0.97778,0.98898,0.86897,0.55142,0.31558,0.8227,0.0006295,0.0006295,0.0006295
41,9194.64,0.74549,0.60957,0.85646,0.96525,0.96497,0.98887,0.8669,0.55061,0.31708,0.8245,0.00062,0.00062,0.00062
42,9279.59,0.74616,0.61315,0.85899,0.94328,0.97099,0.9871,0.87077,0.53695,0.31027,0.82263,0.0006105,0.0006105,0.0006105
43,9363.93,0.74533,0.61107,0.85889,0.95313,0.97289,0.98839,0.87648,0.5377,0.30836,0.8208,0.000601,0.000601,0.000601
44,9447.23,0.726,0.58081,0.8559,0.95042,0.97872,0.98831,0.87973,0.53515,0.30595,0.82225,0.0005915,0.0005915,0.0005915
45,9531.93,0.73993,0.6007,0.8575,0.94258,0.98464,0.98944,0.88034,0.52914,0.30263,0.82076,0.000582,0.000582,0.000582
46,9613.04,0.73115,0.59057,0.85385,0.95226,0.97873,0.9895,0.87695,0.53333,0.30487,0.8222,0.0005725,0.0005725,0.0005725
47,9698.05,0.72413,0.58306,0.85601,0.96512,0.96606,0.98888,0.87871,0.52897,0.30171,0.82041,0.000563,0.000563,0.000563
48,9782.65,0.72102,0.5721,0.85566,0.94783,0.97916,0.98942,0.87682,0.5263,0.29979,0.82026,0.0005535,0.0005535,0.0005535
49,9893.17,0.72693,0.59362,0.85191,0.95529,0.97816,0.98817,0.88116,0.51937,0.2986,0.81885,0.000544,0.000544,0.000544
50,9977.32,0.72143,0.58326,0.85135,0.96518,0.97714,0.98956,0.88363,0.51673,0.29542,0.81778,0.0005345,0.0005345,0.0005345
51,10087.1,0.71329,0.56491,0.85149,0.95727,0.98725,0.98935,0.88513,0.50648,0.29237,0.81549,0.000525,0.000525,0.000525
52,10227.4,0.7117,0.56471,0.8512,0.95906,0.97542,0.98841,0.88514,0.50868,0.29332,0.81773,0.0005155,0.0005155,0.0005155
53,10338.8,0.70149,0.55583,0.85055,0.95623,0.97204,0.98847,0.88165,0.51354,0.29502,0.81833,0.000506,0.000506,0.000506
54,10424.2,0.70633,0.56479,0.8505,0.95249,0.97728,0.98911,0.8848,0.50307,0.29049,0.81603,0.0004965,0.0004965,0.0004965
55,10513.1,0.7044,0.55953,0.85071,0.97131,0.96104,0.98774,0.8867,0.49778,0.29009,0.81559,0.000487,0.000487,0.000487
56,10601.5,0.70417,0.55374,0.84967,0.95034,0.98471,0.9889,0.88877,0.49566,0.28539,0.81457,0.0004775,0.0004775,0.0004775
57,10735.5,0.69623,0.55075,0.8482,0.94712,0.98502,0.98841,0.88987,0.49035,0.28445,0.81418,0.000468,0.000468,0.000468
58,10848.3,0.7083,0.56726,0.84846,0.95937,0.98054,0.98901,0.8909,0.49078,0.28246,0.81345,0.0004585,0.0004585,0.0004585
59,10986.6,0.69996,0.55383,0.84993,0.94764,0.98623,0.98908,0.88965,0.49579,0.28587,0.81513,0.000449,0.000449,0.000449
60,11155.2,0.6979,0.55014,0.8465,0.95001,0.98723,0.98916,0.89011,0.48753,0.28123,0.81305,0.0004395,0.0004395,0.0004395
61,11356.4,0.69259,0.54679,0.84671,0.96196,0.97535,0.98958,0.88983,0.49272,0.28343,0.81541,0.00043,0.00043,0.00043
62,11500.4,0.69726,0.55666,0.8443,0.95525,0.98183,0.9894,0.89277,0.48451,0.28124,0.81267,0.0004205,0.0004205,0.0004205
63,11629.8,0.67962,0.52832,0.84375,0.96514,0.97273,0.98979,0.89425,0.4853,0.27937,0.8128,0.000411,0.000411,0.000411
64,11731.2,0.68398,0.52333,0.84473,0.96216,0.97739,0.98902,0.89408,0.47732,0.27743,0.81101,0.0004015,0.0004015,0.0004015
65,11816.9,0.67599,0.52533,0.84448,0.96256,0.97689,0.98918,0.8952,0.47256,0.27565,0.8106,0.000392,0.000392,0.000392
66,11903.2,0.67715,0.52378,0.84556,0.94181,0.98668,0.98887,0.89376,0.47064,0.27491,0.8109,0.0003825,0.0003825,0.0003825
67,11986.1,0.67396,0.52527,0.8434,0.97249,0.96392,0.98923,0.89207,0.47563,0.27838,0.81101,0.000373,0.000373,0.000373
68,12069.5,0.67278,0.52391,0.84383,0.96115,0.96711,0.98945,0.8969,0.46527,0.27406,0.81012,0.0003635,0.0003635,0.0003635
69,12166.1,0.67356,0.51817,0.84223,0.973,0.96176,0.98964,0.89644,0.47482,0.27586,0.81186,0.000354,0.000354,0.000354
70,12276.2,0.66845,0.50735,0.84303,0.95328,0.98296,0.98937,0.89749,0.46645,0.27171,0.80988,0.0003445,0.0003445,0.0003445
71,12359.4,0.6703,0.51391,0.84064,0.96928,0.96595,0.98866,0.89735,0.46515,0.27048,0.80922,0.000335,0.000335,0.000335
72,12442.7,0.66469,0.50977,0.84025,0.96575,0.96605,0.98873,0.89706,0.46896,0.2737,0.81015,0.0003255,0.0003255,0.0003255
73,12525.9,0.66716,0.51885,0.84003,0.97161,0.96522,0.98897,0.89837,0.46597,0.27237,0.80982,0.000316,0.000316,0.000316
74,12608.9,0.66701,0.51571,0.83921,0.95052,0.98621,0.98936,0.89969,0.46096,0.26745,0.80951,0.0003065,0.0003065,0.0003065
75,12691.9,0.65859,0.50285,0.83991,0.97515,0.96646,0.98924,0.9,0.45815,0.26701,0.80905,0.000297,0.000297,0.000297
76,12775,0.65918,0.50286,0.83857,0.97302,0.96755,0.98953,0.9022,0.45546,0.26879,0.80794,0.0002875,0.0002875,0.0002875
77,13023.1,0.65072,0.48994,0.83916,0.9767,0.96571,0.98925,0.9032,0.45664,0.2674,0.80826,0.000278,0.000278,0.000278
78,13289.8,0.65195,0.49613,0.83693,0.97421,0.96494,0.98929,0.90198,0.45341,0.26751,0.80793,0.0002685,0.0002685,0.0002685
79,13553.9,0.6556,0.50112,0.83965,0.97496,0.96655,0.9888,0.9021,0.45269,0.26727,0.80793,0.000259,0.000259,0.000259
80,13749.6,0.65268,0.50923,0.83712,0.97332,0.96706,0.98949,0.90308,0.44945,0.26555,0.80694,0.0002495,0.0002495,0.0002495
81,13833.7,0.65008,0.49627,0.83666,0.97322,0.9666,0.98926,0.90301,0.44779,0.26504,0.80649,0.00024,0.00024,0.00024
82,13917,0.64591,0.48775,0.8361,0.97625,0.96411,0.98906,0.90339,0.44737,0.26531,0.80718,0.0002305,0.0002305,0.0002305
83,14000.6,0.64969,0.49814,0.83616,0.9729,0.96337,0.98986,0.90438,0.4467,0.26246,0.80632,0.000221,0.000221,0.000221
84,14160.3,0.64222,0.48735,0.83564,0.97782,0.96374,0.98961,0.90695,0.44271,0.26228,0.80571,0.0002115,0.0002115,0.0002115
85,14339.4,0.64488,0.48975,0.83337,0.97663,0.96426,0.98975,0.90673,0.44323,0.26155,0.80581,0.000202,0.000202,0.000202
86,14470.4,0.64227,0.4893,0.83658,0.97376,0.96652,0.98922,0.90667,0.44351,0.26296,0.8057,0.0001925,0.0001925,0.0001925
87,14659.1,0.64031,0.48265,0.8346,0.97665,0.96492,0.98944,0.90833,0.44097,0.26051,0.80488,0.000183,0.000183,0.000183
88,14887.7,0.64133,0.48427,0.83573,0.97603,0.96593,0.98896,0.90734,0.43909,0.25998,0.80534,0.0001735,0.0001735,0.0001735
89,14985,0.6369,0.48303,0.83287,0.9755,0.96578,0.98998,0.90847,0.43756,0.2573,0.80515,0.000164,0.000164,0.000164
90,15119.6,0.63954,0.48951,0.83634,0.97133,0.96741,0.98955,0.90947,0.43469,0.25636,0.80432,0.0001545,0.0001545,0.0001545
91,15252.9,0.49817,0.31272,0.80956,0.97719,0.96557,0.9891,0.90809,0.43799,0.2597,0.80495,0.000145,0.000145,0.000145
92,15328.9,0.47996,0.29604,0.80453,0.97933,0.96468,0.98935,0.91091,0.4282,0.25542,0.80339,0.0001355,0.0001355,0.0001355
93,15566.9,0.47,0.29425,0.80262,0.98042,0.96393,0.98968,0.91372,0.41973,0.25345,0.80247,0.000126,0.000126,0.000126
94,15825.2,0.46058,0.28272,0.80179,0.98111,0.96355,0.98975,0.91573,0.41544,0.24993,0.80179,0.0001165,0.0001165,0.0001165
95,16073.3,0.45557,0.28378,0.80043,0.98082,0.96504,0.98988,0.91538,0.41139,0.24737,0.80101,0.000107,0.000107,0.000107
96,16205,0.45352,0.2814,0.80057,0.9804,0.96456,0.98952,0.91645,0.40673,0.24601,0.8001,9.75e-05,9.75e-05,9.75e-05
97,16285.8,0.44452,0.27623,0.79998,0.98003,0.96469,0.9901,0.9177,0.40284,0.2451,0.79974,8.8e-05,8.8e-05,8.8e-05
98,16362.5,0.44477,0.27427,0.79895,0.98069,0.96571,0.99008,0.92018,0.40234,0.24349,0.79962,7.85e-05,7.85e-05,7.85e-05
99,16442.4,0.44073,0.27462,0.79932,0.98108,0.96491,0.99025,0.92048,0.40077,0.24403,0.79953,6.9e-05,6.9e-05,6.9e-05
100,16590.5,0.43879,0.26929,0.79757,0.98134,0.96534,0.98965,0.92094,0.39773,0.24213,0.79903,5.95e-05,5.95e-05,5.95e-05
